timestamp,datetime,pm25,pm10,no2,co,o3,temp,humidity,wind_speed,aqi,target_aqi_6h,aqi_lag_1,aqi_lag_2
1767551714,2026-01-05 00:05:14,34.57,51.91,10.18,213.9,10.0,4.66,75.54,3.7,150,145.0,162.0,149.0
1767555314,2026-01-05 01:05:14,31.05,47.83,9.18,197.26,10.0,5.5,63.23,2.38,130,145.0,150.0,162.0
1767558914,2026-01-05 02:05:14,28.35,43.4,11.48,192.99,19.71,6.82,64.67,7.62,118,144.0,130.0,150.0
1767562514,2026-01-05 03:05:14,29.69,43.21,12.58,204.32,14.37,8.1,68.5,3.25,120,169.0,118.0,130.0
1767566114,2026-01-05 04:05:14,32.1,47.05,8.57,179.69,21.23,11.08,49.48,1.92,130,171.0,120.0,118.0
1767569714,2026-01-05 05:05:14,30.13,46.2,10.88,180.86,23.26,11.42,52.59,5.6,131,167.0,130.0,120.0
1767573314,2026-01-05 06:05:14,35.54,46.75,10.97,178.19,27.84,15.58,50.11,4.37,145,170.0,131.0,130.0
1767576914,2026-01-05 07:05:14,36.58,55.55,10.22,194.2,31.83,17.73,49.33,1.92,145,164.0,145.0,131.0
1767580514,2026-01-05 08:05:14,35.79,53.41,20.33,396.2,32.47,18.88,40.35,6.08,144,150.0,145.0,145.0
1767584114,2026-01-05 09:05:14,40.11,55.69,17.75,410.57,43.39,23.32,29.6,2.88,169,163.0,144.0,145.0
1767587714,2026-01-05 10:05:14,40.69,66.86,16.16,196.39,42.06,24.31,33.8,4.05,171,167.0,169.0,144.0
1767591314,2026-01-05 11:05:14,39.46,59.75,11.03,198.63,37.9,24.7,39.79,2.8,167,184.0,171.0,169.0
1767594914,2026-01-05 12:05:14,39.61,57.24,10.94,201.81,43.18,26.42,23.34,6.99,170,200.0,167.0,171.0
1767598514,2026-01-05 13:05:14,38.32,57.37,10.71,217.86,40.14,23.69,37.77,2.54,164,222.0,170.0,167.0
1767602114,2026-01-05 14:05:14,35.79,54.08,10.99,220.09,35.43,22.53,35.61,6.57,150,204.0,164.0,170.0
1767605714,2026-01-05 15:05:14,39.44,60.92,10.75,231.36,33.39,22.41,40.1,2.76,163,202.0,150.0,164.0
1767609314,2026-01-05 16:05:14,40.54,61.62,7.46,183.38,39.2,21.38,39.4,5.03,167,193.0,163.0,150.0
1767612914,2026-01-05 17:05:14,44.79,63.96,19.09,411.12,24.43,16.83,51.18,6.93,184,175.0,167.0,163.0
1767616514,2026-01-05 18:05:14,49.16,75.85,15.32,409.55,25.91,15.39,48.12,3.9,200,190.0,184.0,167.0
1767620114,2026-01-05 19:05:14,52.68,77.75,21.3,413.27,31.3,13.92,57.05,2.66,222,172.0,200.0,184.0
1767623714,2026-01-05 20:05:14,49.65,69.96,12.52,184.83,21.43,10.04,57.46,3.72,204,164.0,222.0,200.0
1767627314,2026-01-05 21:05:14,49.14,71.65,6.97,198.57,21.04,8.64,68.65,2.97,202,162.0,204.0,222.0
1767630914,2026-01-05 22:05:14,46.47,72.31,9.41,170.53,13.32,5.04,67.79,2.48,193,156.0,202.0,204.0
1767634514,2026-01-05 23:05:14,42.86,68.43,9.69,190.64,18.81,4.76,82.85,6.51,175,151.0,193.0,202.0
1767638114,2026-01-06 00:05:14,44.33,69.1,7.32,199.11,19.66,4.65,75.74,6.05,190,160.0,175.0,193.0
1767641714,2026-01-06 01:05:14,42.76,60.62,9.0,210.53,12.36,4.22,70.18,2.8,172,163.0,190.0,175.0
1767645314,2026-01-06 02:05:14,39.97,64.47,9.38,206.09,20.37,8.51,53.27,7.96,164,167.0,172.0,190.0
1767648914,2026-01-06 03:05:14,39.98,60.89,10.78,188.76,10.73,6.66,67.16,6.42,162,200.0,164.0,172.0
1767652514,2026-01-06 04:05:14,37.25,62.15,11.98,178.96,10.46,8.69,66.68,4.86,156,175.0,162.0,164.0
1767656114,2026-01-06 05:05:14,38.46,55.55,5.44,162.65,22.86,14.73,45.72,2.9,151,174.0,156.0,162.0
1767659714,2026-01-06 06:05:14,36.95,51.48,11.72,214.24,30.78,16.81,48.96,4.93,160,152.0,151.0,156.0
1767663314,2026-01-06 07:05:14,38.23,53.58,10.45,176.18,32.03,17.38,52.25,3.45,163,160.0,160.0,151.0
1767666914,2026-01-06 08:05:14,41.62,63.51,22.28,386.79,42.59,21.96,36.97,3.15,167,153.0,163.0,160.0
1767670514,2026-01-06 09:05:14,45.96,70.92,21.11,399.76,37.35,22.94,27.34,2.94,200,145.0,167.0,163.0
1767674114,2026-01-06 10:05:14,44.49,68.35,6.61,179.17,37.56,21.89,35.24,6.04,175,138.0,200.0,167.0
1767677714,2026-01-06 11:05:14,42.72,65.71,9.32,143.73,42.01,24.09,29.01,6.16,174,136.0,175.0,200.0
1767681314,2026-01-06 12:05:14,37.2,56.27,9.56,195.59,48.49,26.75,29.29,7.49,152,161.0,174.0,175.0
1767684914,2026-01-06 13:05:14,38.43,57.85,5.51,207.4,47.73,25.27,31.07,2.06,160,184.0,152.0,174.0
1767688514,2026-01-06 14:05:14,37.18,59.27,9.62,203.11,35.64,22.61,26.59,4.38,153,167.0,160.0,152.0
1767692114,2026-01-06 15:05:14,35.69,54.28,11.67,184.59,32.53,22.85,36.12,5.22,145,166.0,153.0,160.0
1767695714,2026-01-06 16:05:14,33.3,45.76,8.93,199.19,36.3,22.53,33.26,6.98,138,153.0,145.0,153.0
1767699314,2026-01-06 17:05:14,32.46,50.41,20.78,406.67,32.25,17.14,40.7,8.11,136,151.0,138.0,145.0
1767702914,2026-01-06 18:05:14,37.85,58.34,17.55,421.34,24.04,15.56,48.28,7.86,161,156.0,136.0,138.0
1767706514,2026-01-06 19:05:14,44.83,64.62,20.16,414.85,27.26,14.24,58.55,5.15,184,168.0,161.0,136.0
1767710114,2026-01-06 20:05:14,40.1,63.91,10.64,191.37,14.14,10.06,52.54,6.97,167,160.0,184.0,161.0
1767713714,2026-01-06 21:05:14,39.83,56.22,7.48,208.79,16.59,9.18,59.52,1.85,166,168.0,167.0,184.0
1767717314,2026-01-06 22:05:14,35.89,53.73,12.35,182.39,12.9,5.26,67.08,6.94,153,176.0,166.0,167.0
1767720914,2026-01-06 23:05:14,35.48,59.04,9.32,180.61,14.11,5.61,63.84,5.57,151,139.0,153.0,166.0
1767724514,2026-01-07 00:05:14,38.59,60.43,8.33,195.63,10.0,3.42,77.76,5.04,156,150.0,151.0,153.0
1767728114,2026-01-07 01:05:14,38.35,59.47,6.99,224.17,13.28,4.62,71.2,3.76,168,126.0,156.0,151.0
1767731714,2026-01-07 02:05:14,38.89,61.27,12.75,198.21,16.8,5.76,71.44,4.63,160,146.0,168.0,156.0
1767735314,2026-01-07 03:05:14,39.53,56.95,7.9,199.85,19.84,7.96,69.73,0.0,168,184.0,160.0,168.0
1767738914,2026-01-07 04:05:14,40.69,62.59,9.75,195.22,20.56,9.82,60.97,4.4,176,176.0,168.0,160.0
1767742514,2026-01-07 05:05:14,33.67,48.01,8.07,205.79,20.57,12.25,57.72,6.62,139,163.0,176.0,168.0
1767746114,2026-01-07 06:05:14,34.87,49.71,10.17,219.12,24.45,13.34,56.69,2.78,150,146.0,139.0,176.0
1767749714,2026-01-07 07:05:14,30.97,51.48,11.98,191.68,30.95,16.75,45.86,3.9,126,149.0,150.0,139.0
1767753314,2026-01-07 08:05:14,37.26,55.38,21.16,365.02,37.46,21.01,31.66,6.18,146,148.0,126.0,150.0
1767756914,2026-01-07 09:05:14,42.85,65.79,18.29,405.03,37.4,20.26,45.3,0.86,184,138.0,146.0,126.0
1767760514,2026-01-07 10:05:14,41.65,63.51,11.3,204.72,31.31,21.18,40.96,4.01,176,139.0,184.0,146.0
1767764114,2026-01-07 11:05:14,38.5,54.79,10.48,161.67,43.62,23.61,27.13,6.82,163,167.0,176.0,184.0
1767767714,2026-01-07 12:05:14,34.55,54.33,10.34,181.09,36.57,25.21,30.01,9.26,146,196.0,163.0,176.0
1767771314,2026-01-07 13:05:14,36.23,53.52,8.08,187.1,41.87,22.85,43.71,4.04,149,200.0,146.0,163.0
1767774914,2026-01-07 14:05:14,34.5,53.55,6.61,179.44,42.34,24.13,41.31,3.95,148,194.0,149.0,146.0
1767778514,2026-01-07 15:05:14,32.83,51.52,9.72,193.64,36.38,21.81,38.55,5.35,138,181.0,148.0,149.0
1767782114,2026-01-07 16:05:14,33.19,50.45,8.57,175.64,36.21,21.33,36.44,5.84,139,194.0,138.0,148.0
1767785714,2026-01-07 17:05:14,37.27,60.79,22.17,401.52,30.21,17.16,45.64,4.86,167,189.0,139.0,138.0
1767789314,2026-01-07 18:05:14,44.75,67.18,17.2,413.16,29.37,15.51,53.42,4.29,196,171.0,167.0,139.0
1767792914,2026-01-07 19:05:14,49.1,71.87,20.94,397.66,27.76,13.8,50.22,4.7,200,171.0,196.0,167.0
1767796514,2026-01-07 20:05:14,46.91,69.92,11.49,194.11,17.99,8.76,69.94,5.08,194,147.0,200.0,196.0
1767800114,2026-01-07 21:05:14,44.47,72.03,11.5,196.22,19.68,8.42,62.57,4.19,181,127.0,194.0,200.0
1767803714,2026-01-07 22:05:14,45.57,68.09,13.28,146.0,16.35,5.51,56.14,3.84,194,126.0,181.0,194.0
1767807314,2026-01-07 23:05:14,44.52,64.84,10.92,232.3,17.94,5.91,66.08,4.82,189,122.0,194.0,181.0
1767810914,2026-01-08 00:05:14,40.46,59.8,10.5,206.63,14.34,3.37,70.85,7.56,171,118.0,189.0,194.0
1767814514,2026-01-08 01:05:14,40.69,62.58,8.62,228.84,11.97,5.41,64.82,2.89,171,120.0,171.0,189.0
1767818114,2026-01-08 02:05:14,35.74,46.3,12.14,195.69,21.07,7.83,57.0,7.0,147,126.0,171.0,171.0
1767821714,2026-01-08 03:05:14,30.5,43.7,8.21,231.73,16.14,7.28,59.27,4.92,127,143.0,147.0,171.0
1767825314,2026-01-08 04:05:14,29.73,44.09,10.53,196.86,22.15,10.2,61.33,4.16,126,155.0,127.0,147.0
1767828914,2026-01-08 05:05:14,29.17,46.62,12.64,227.2,30.84,11.47,51.61,5.36,122,130.0,126.0,127.0
1767832514,2026-01-08 06:05:14,28.97,41.78,12.01,202.32,33.83,15.78,49.23,5.11,118,125.0,122.0,126.0
1767836114,2026-01-08 07:05:14,26.99,41.17,11.22,155.44,31.43,19.38,47.15,3.77,120,132.0,118.0,122.0
1767839714,2026-01-08 08:05:14,30.88,45.75,20.22,388.23,27.04,19.2,40.69,3.59,126,127.0,120.0,118.0
1767843314,2026-01-08 09:05:14,33.8,48.66,16.8,419.64,31.15,23.05,35.76,4.89,143,121.0,126.0,120.0
1767846914,2026-01-08 10:05:14,35.29,56.34,9.55,202.13,37.35,24.5,32.64,3.96,155,126.0,143.0,126.0
1767850514,2026-01-08 11:05:14,31.57,43.51,12.69,210.23,44.89,24.97,31.05,8.69,130,151.0,155.0,143.0
1767854114,2026-01-08 12:05:14,29.79,48.62,10.05,173.31,39.83,24.58,30.15,2.41,125,155.0,130.0,155.0
1767857714,2026-01-08 13:05:14,31.35,46.28,12.71,190.49,44.83,24.56,21.84,3.72,132,184.0,125.0,130.0
1767861314,2026-01-08 14:05:14,29.73,46.19,11.69,196.4,39.07,24.38,30.83,5.79,127,183.0,132.0,125.0
1767864914,2026-01-08 15:05:14,29.27,54.03,9.67,175.87,32.74,21.22,41.32,6.51,121,156.0,127.0,132.0
1767868514,2026-01-08 16:05:14,29.82,44.8,9.97,182.78,33.01,20.31,42.1,1.96,126,163.0,121.0,127.0
1767872114,2026-01-08 17:05:14,34.33,47.92,22.44,412.21,28.4,17.52,40.07,3.79,151,157.0,126.0,121.0
1767875714,2026-01-08 18:05:14,38.35,60.24,20.57,392.3,25.06,13.78,44.95,8.2,155,152.0,151.0,126.0
1767879314,2026-01-08 19:05:14,42.19,62.56,21.24,388.41,24.72,10.77,64.81,5.27,184,161.0,155.0,151.0
1767882914,2026-01-08 20:05:14,42.29,64.53,11.28,226.51,23.11,11.4,51.24,3.32,183,157.0,184.0,155.0
1767886514,2026-01-08 21:05:14,37.27,59.02,8.16,182.22,18.75,7.75,64.36,5.51,156,162.0,183.0,184.0
1767890114,2026-01-08 22:05:14,38.68,57.23,6.55,186.19,10.87,6.2,70.54,4.18,163,154.0,156.0,183.0
1767893714,2026-01-08 23:05:14,39.58,65.71,8.25,210.31,16.56,5.63,70.02,5.55,157,142.0,163.0,156.0
1767897314,2026-01-09 00:05:14,37.51,52.9,14.33,215.21,19.54,3.93,73.75,5.33,152,129.0,157.0,163.0
1767900914,2026-01-09 01:05:14,39.37,58.14,11.43,227.55,16.75,6.68,65.9,5.35,161,131.0,152.0,157.0
1767904514,2026-01-09 02:05:14,38.56,57.62,11.48,157.13,11.78,6.02,65.12,3.14,157,151.0,161.0,152.0
1767908114,2026-01-09 03:05:14,40.5,60.11,6.63,224.93,17.12,8.4,65.45,2.87,162,167.0,157.0,161.0
1767911714,2026-01-09 04:05:14,36.52,51.43,9.42,164.16,27.15,10.29,65.15,5.05,154,163.0,162.0,157.0
1767915314,2026-01-09 05:05:14,35.17,53.34,5.0,208.15,20.9,10.01,60.29,9.55,142,168.0,154.0,162.0
1767918914,2026-01-09 06:05:14,32.07,46.23,12.24,188.11,25.5,14.3,48.75,2.64,129,159.0,142.0,154.0
1767922514,2026-01-09 07:05:14,29.08,46.39,7.33,199.65,33.68,17.7,43.27,5.17,131,171.0,129.0,142.0
1767926114,2026-01-09 08:05:14,37.41,54.76,18.34,416.94,40.14,19.4,48.69,3.04,151,150.0,131.0,129.0
1767929714,2026-01-09 09:05:14,41.48,56.44,20.97,391.8,42.51,21.07,33.9,2.8,167,147.0,151.0,131.0
1767933314,2026-01-09 10:05:14,39.24,57.35,9.79,172.64,41.56,23.48,30.87,5.66,163,145.0,167.0,151.0
1767936914,2026-01-09 11:05:14,40.46,60.91,5.68,207.08,39.52,26.38,28.96,2.9,168,159.0,163.0,167.0
1767940514,2026-01-09 12:05:14,39.62,64.0,11.69,210.78,45.41,25.07,20.79,4.59,159,176.0,168.0,163.0
1767944114,2026-01-09 13:05:14,41.21,61.15,10.04,204.23,42.31,24.7,26.68,2.45,171,186.0,159.0,168.0
1767947714,2026-01-09 14:05:14,37.16,58.88,10.53,185.04,41.52,23.08,25.38,6.67,150,185.0,171.0,159.0
